ID,Ruleset,Name,Requirements,Effects description,Flavor text,Restrictions,Dzięki dla Zbycha za xmind 
PERK_SHERLOCKHOLMES,Neuroshima Edycja 1.5,Sherlock Holmes,"Tropienie 6+","Z tą Sztuczką tropiciel analizujący nawet bardzo niewyraźne ślady może uzyskać informacje o tym, co stało się w danym miejscu - musi zdać Trudny (po zastosowaniu Suwaka!) test Tropienia","Ledwo widoczny ślad w piasku? ""Elementarne, Wattsonie - to był biały mężczyzna, wzrost koło 184 cm, waga 80 kg, lekko utykający na prawą nogę. Niósł coś w ręce - teczkę, albo torbę.",NIEOGRANICZONE,
PERK_SIEKIEREZADA,Neuroshima Edycja 1.5,Siekierezada,"Budowa 13+, Rzucanie 4+","Potrafisz rzucać siekierą tak, że trafienie zadaje Ciężką ranę.","Każdy potrafi rzucać siekierą. Bierzesz, rzucasz - no i leci. A ja cię teraz nauczę, jak nią rzucić, żeby ta cholera się wbiła. I to nie byle jak. Ma rozpołowić pieniek. No popatrz...",NIEOGRANICZONE,
PERK_SIUPDUP,Neuroshima Edycja 1.5,Siup dup,"Zręczność 14+, Bijatyka 4+","Akcja za 3 sukcesy
PT testu o poziom wyższy, tylko do walki gołymi rękami. Rozbrajasz przeciwnika i przejmujesz jego broń.","Siup, dup i nagle czujesz ból, a potem widzisz, że twoją spluwę trzyma ten, co właśnie zrobił siup, dup. Nie wiem co dokładnie oznacza ""siup, dup"". Goście od sztuk walki robią to tak szybko, że nic nie widać. Tylko ""siup, dup"" i gotowe.",NIEOGRANICZONE,
PERK_SKLADAMUNICJI,Neuroshima Edycja 1.5,Skład amunicji,"Proca 2+, Percepcja 10+",Bohater potrafi natychmiast znaleźć pociski do procy - jeśli jest na otwartym terenie i o ile MG uzna to za możliwe.,"Siedzieliśmy w okopie. Tamci też mieli jakąś osłonę. Można było sądzić, że będziemy tak siedzieli miesiąc i straszyli się nawzajem. Każdy oszczędzał amunicję, bo nie było sensu strzelać na oślep. Tylko Ślepy Bizon walił z tej swojej procy raz za razem. ""Dużo masz tych pocisków?"" - pytam, a on rozejrzał się wzdłuż okopu i odpowiedział ""Ze 30 tysięcy, a co?""",NIEOGRANICZONE,
PERK_SKOK,Neuroshima Edycja 1.5,Skok,"Motocykl 4+, Charakter 14+","Jadąc na motorze, Bohater może bez testu przeskoczyć przez dziurę, rozpadlinę, przepaść lub z jednego budynku na drugi, na odległość do 8 metrów. Musi jednak mieć miejsce na rozbieg - dwukrotnie więcej niż ma wynieść długość skoku.","Oczywiście, że trzeba mieć spore umiejętności, by skakać na motorze z dachu na dach, ale powiem ci, jak dla mnie to przede wszystkim trzeba mieć stalowe jaja. Rozpędzić motocykl i zamknąć oczy potrafi każdy. Niestety, to zdecydowanie za mało...",NIEOGRANICZONE,
PERK_SLUCHABSOLUTNY,Neuroshima Edycja 1.5,Słuch absolutny,"Nasłuchiwanie 4+
","Można zakupić tę Sztuczkę tylko podczas tworzenia postaci. Bohater musi zdać Bardzo Trudny test Nasłuchiwania i jest w stanie powtórzyć dowolną melodię, rozmowę lub dźwięk usłyszany, nie dłuższy niż trzy minuty.","Granie ze słuchu, bezbłędne rozpoznawanie ludzkich głosów, taki był nasz Ron. Myślałem, że w dupę sobie można wcisnąć takie Sztuczki, aż tu raz siedzieliśmy za rogiem i słyszeliśmy, jak gość otwiera zamek kodowy i wchodzi do środka. Ron podszedł do zamka i kurwa, zagwizdał ten sam kod i weszliśmy.",NIEOGRANICZONE,
PERK_SNAJPER,Neuroshima Edycja 1.5,Snajper,"Karabiny 6+, Percepcja 14+
",Celownik optyczny zmniejsza trudność trafienia celu o -80% zamiast standardowego -40% ale tylko w przypadku snajperki.,"Dwadzieścia minut mierzenia, jedna sekunda na strzał i cała wieczność w trumnie dla tego gościa, którego miałeś na celowniku.",NIEOGRANICZONE,
PERK_SPACNAWODZIE,Neuroshima Edycja 1.5,Spać na wodzie,"Pływanie 5+",Na spokojnej wodzie Bohater utrzymuje się bez wysiłku przez wiele godzin.,"Kiedyś miałem zakład z kumplem. Twierdził, że nie potrafi utonąć. No to ja mu mówię - masz tę butlę i leż na wodzie. Położył się. Przywiązałem mu kamol do nogi, trochę go ściągnęło, ale wciąż był na powierzchni. Związałem mu ręce, żeby nie machał, a on pływa jak cholerny pniak. W końcu się wściekłem i polazłem po coś cięższego. Jak wróciłem to spał. Normalnie zasnął na wodzie, dasz wiarę?",NIEOGRANICZONE,
PERK_STRZELECKIESZONKOWY,Neuroshima Edycja 1.5,Strzelec kieszonkowy,"Pistolety 2+, Spryt 10+, Percepcja 10+",Nie otrzymujesz dodatkowych utrudnień za strzał z kieszeni (broń schowana w kieszeni) lub z biodra. Sztuczka odnosi się tylko do pistoletów i rewolwerów.,"Marcus jest pacyfistą, to znaczy, że nigdy nie wyciąga na nikogo broni. Naprawdę nigdy. A jak już musi kogoś wykończyć, to ostateczność. Bardzo nie lubi używać tej swojej Sztuczki, bo za każdym razem musi potem cerować kieszeń w płaszczu. Ale dzięki temu nadal jest pacyfistą.",NIEOGRANICZONE,
PERK_SZACHISTA,Neuroshima Edycja 1.5,Szachista,"Bijatyka 4+ lub Broń ręczna 4+
","Decyzję należy podjąć na początku tury, przed rzutem 3k20 lub przed testem Inicjatywy. Walczący oddaje Inicjatywę, ale za to otrzymuje bonus +3 do Zręczności w obronie, do czasu, aż sam nie przejmie Inicjatywy. Sztuczka może niejednemu uratować tyłek, gdy stwierdzi, że w tej walce nie ma szans i lepiej poczekać na kolegów.","Słyszałeś o Szachiście? No to ci powiem, że to taki facet, którego się nie da trafić, chyba, że z pistoletu. Będzie biegał i unikał tak długo, aż ci się odechce walki. A wtedy on zaproponuje ci partyjkę szachów na rozstrzygnięcie sporu.",NIEOGRANICZONE,
PERK_SZOSTYZMYSL,Neuroshima Edycja 1.5,Szósty zmysł,"Czujność 7+, Percepcja 14+
","Raz na dzień możesz uskoczyć przed zagrożeniem, zanim to się pojawi (cios z zaskoczenia, kula snajpera, spadający głaz, mina itd.) Działa to tak, jakbyś na ten moment uzyskał kosmiczny refleks z odrobiną jasnowidztwa. Przesuwasz się o metr - inaczej mówiąc, nie uciekniesz przed lawiną, jeśli musiałbyś w tym celu przebiec 100 metrów w sekundę. O użyciu Sztuczki musisz zdecydować przed ewentualnym testem uniku przeciwko jednej akcji przeciwnika. (lecz musisz poświęcić na to tyle samo segmentów, co przeciwnik).","Oto sztuka medytacji według starej indiańskiej szkoły Sun Tsu, czy jakoś tak. Ja to robię od lat. Na początku zauważysz, że jesteś czujniejszy. Ten etap Indianie nazywali etapem pumy. Potem zwiększy się twoja szybkość. To etap kobry. Na końcu staniesz się prawdziwym magikiem. To etap systemu wczesnego ostrzegania, czy jakoś tak.",NIEOGRANICZONE,
PERK_SZTUCZKIKARCIANE,Neuroshima Edycja 1.5,Sztuczki karciane,"Zwinne dłonie 8+, Spryt 12+
","Bohater wygrywa każdą grę karcianą, pod warunkiem, że nie gra z osobą, która posiada tę Sztuczkę.","W większość gier karcianych chodzi o to, by mieć dobre karty na ręce. Więc jak masz sprawne łapki i wiesz choć w przybliżeniu, które karty to ""dobre karty"", to zwycięstwo masz w kieszeni. Mam rację, prawda? No więc... Sam zobacz - co napisane jest w opisie działania tej Sztuczki!",NIEOGRANICZONE,
PERK_SZTUKAJESTSZTUKA,Neuroshima Edycja 1.5,Sztuka jest sztuka,"Rusznikarstwo 2+","Bohater poświęca kilka godzin, by oczyścić i doprowadzić do stanu używalności dowolną zabrudzoną, pordzewiałą czy zaciętą broń palną. Sztuczka pozwala na naprawienie broni uszkodzonej w skutek fatalnego zacięcia się.","Jak mawia stare przysłowie, jeśli ma lufę i cyngiel, to znaczy, że strzela. Ot, cokolwiek znajdziesz, bez względu na to, czy to strzelba z czasów napoleońskich, czy z okresu wojny w Wietnamie, bez względu na to czy jest zapiaszczona, czy zapaćkana jakimś szambem - doprowadzisz ją do użyteczności.",NIEOGRANICZONE,
PERK_SZYBKIBILL,Neuroshima Edycja 1.5,Szybki Bill,"Zręczność 14+",W jednym segmencie możesz pokonać dwa razy większy dystans niż normalnie.,"Mam kumpla w Detroit, mówimy na niego suseł, wiesz czemu? Bo jak przychodzi do strzelaniny, to gość sadzi takie susy...",NIEOGRANICZONE,
PERK_SZYBKIRZUT,Neuroshima Edycja 1.5,Szybki rzut,"Rzucanie 4+, Zręczność 12+
",Rzut zajmuje tylko jeden segment.,"Jest taka scena w filmie Desperado, jak będziesz kiedyś w Vegas, wpadnij tam sobie do kina, często puszczają ten film. Tam gość nożami wykończył coś z ośmiu chłopa, mimo, że mieli broń maszynową. Dasz wiarę? Był szybszy od nich...",NIEOGRANICZONE,
PERK_SZYBKIESTRZELANIE,Neuroshima Edycja 1.5,Szybkie strzelanie,"Łuk 4+, Budowa 12+","Dobycie strzały zajmuje Bohaterowi 1 segment, strzał kolejny 1 segment, dobycie 1 segment itd.","""Łuk maszynowy"" - taką karteczkę raz przywiązaliśmy jednemu czerwonoskóremu na południu Teksasu. Facet uśmiechnął się i nawet jej nie zerwał, widać połechtaliśmy jego próżność. No ale trzeba przyznać, nie wzięliśmy tej karteczki z księżyca. Gość strzelał z tego łuku jakby miał podajnik strzał na taśmie... Wieczorem zrobił nam pokaz, niewiarygodny widok.",NIEOGRANICZONE,
PERK_SRUTOBRANIE,Neuroshima Edycja 1.5,Śrutobranie,"Karabiny 4+","Przeładowanie śrutówki i strzał zajmują razem tylko 1 segment, lecz Bohater otrzymuje +30% utrudnienia do testów trafienia.","Mutki siedziały ukryte w bunkrze. Chciałem wrzucić im granat, ale Franz ściągnął z ramienia śrutówkę i wycedził: ""No to mutasy, czas na śrutobranie. Bierzcie koszyki"" I jak zaczął do nich walić, to aż się duszno zrobiło. No nie powiem, śrutobranie się udało, każdy z mutków zebrał coś po pół kilo, choć nie do koszyczka, lecz w korpus. Ale to detal.",NIEOGRANICZONE,
PERK_TARAN,Neuroshima Edycja 1.5,Taran,"Broń ręczna 4+, Budowa 14+","Decyzję należy podjąć na początku tury, przed rzutem 3k20. Dotyczy cięższych i dłuższych broni, jak pałki, młoty, miecze, łańcuchy itp. Walczący otrzymuje karę -4 do Zręczności, lecz zadane obrażenia są o poziom większe.","Każdy głupi wie, że jak ktoś się na ciebie porządnie zamachnie, to lepiej się zawczasu odsunąć. Gorzej, gdy cwaniak robi to tak, że nawet nie zauważysz. Spokojnie się zasłaniasz, a tu nagle ""dup"" - i ręka ci drętwieje od ciosu.",NIEOGRANICZONE,
PERK_TARANOWANIE,Neuroshima Edycja 1.5,Taranowanie,"Ciężarówka 3+ lub Samochód 3+",Kierowca nie otrzymuje utrudnień do testów Prowadzenia pojazdu podczas taranowania innej maszyny.,"Jak mi moja bryka odmówiła posłuszeństwa, to załapałem się na autostop - podwoził mnie gość w takiej całkiem niemałej ciężarówce. Wóz mi się bardzo podobał, nawet mu mówiłem: ""No kurcze, super bryka, radio, ogrzewanie, wszystko widać z góry, tu lodóweczka, tam miejsce na nocleg. Szefie, masz pan tu jak w raju! Lubisz ten komfort, co?!"" Wiesz co mi odpowiedział? ""Ja to jednak najbardziej sobie cenię taranowanie gangerów""",NIEOGRANICZONE,
PERK_TARGOWANIESIE,Neuroshima Edycja 1.5,Targowanie się,"Niezłomność 7+ Perswazja 4+",Podczas testów handlu przeciwnik zdaje o poziom wyższe testy Niezłomności.,"Moja największa wtopa? Poszedłem na bazar w Salt Lake i nieopatrznie wdałem się w rozmowę z jakimś handlarzem. Po godzinie wymieniłem nowiutki kevlar na medalik ze świętym Antonim.",NIEOGRANICZONE,
PERK_TOSIEROBITAK,Neuroshima Edycja 1.5,To się robi tak,"Zdolności przywódcze 3+
","Po udanym teście Zdolności przywódczych, Bohater może pokierować niewykwalifikowanymi pracownikami. Na czas jednego zadania, uzyskują oni na poziomie 1 znaną Bohaterowi Umiejętność, opartą o Spryt, którą posiada na poziomie 3+. Niby niewiele, ale likwiduje negatywny efekt Suwaka.","Gadał, gadał nawet ciekawie, i jakoś tak przysłuchiwałem się... Minutę potem zacząłem murować z chłopakami jakąś ścianę. A jak już ściana stanęła, facet mówi, że taki samotny ten mur. No to dorobiliśmy jeszcze trzey ściany. Bez dachu głupio wyglądało, więc gość powiedział nam jak dorobić dach.
",NIEOGRANICZONE,
PERK_WMGNIENIUOKA,Neuroshima Edycja 1.5,W mgnieniu oka,"Percepcja 12+, Wypatrywanie 4+","Nie tracisz segmentu, by po wychyleniu się zza osłony dostrzec wroga.","Kiedy wychylasz się zza osłony to nie zgrywaj turysty i nie rozglądaj się za przeciwnikiem, tylko rzuć okiem, a potem strzelaj. Taką radę usłyszałem wiele lat temu. I od tej pory tak właśnie załatwiam ""turystów"", którzy wychylają łeb i rozglądają się...",NIEOGRANICZONE,
PERK_WALKADWIEMABRONIAMI,Neuroshima Edycja 1.5,Walka dwiema broniami,"Broń ręczna 5+, Zręczność 12+","Normalne zasady nie dają żadnych bonusów za walkę dwiema broniami (może poza wyborem, czym w danym segmencie przywalić). Z tobą jest inaczej. Gdy walczysz dwiema broniami, możesz użyć dodatkowo połowę punktów Umiejętności walki tą drugą bronią.","W zasadzie tylko raz w życiu widziałem kolesia, który machał dwiema broniami i sobie tym wcale nie przeszkadzał.",NIEOGRANICZONE,
PERK_WIATRAK,Neuroshima Edycja 1.5,Wiatrak,"Bijatyka 2+, Charakter 12+","Decyzję należy podjąć na początku tury, przed rzutem 3k20. Jeśli walczący przeprowadza manewr Furia, bez względu na wynik walki nie może stracić w danej turze Inicjatywy (jeśli przeciwnik uzyska Inicjatywę, kara wynikająca z Furii działa - czyli walczący otrzymuje celny cios, jednak już w następnym segmencie walczący automatycznie odzyskuje Inicjatywę) Na koniec tury walczący otrzymuje karę +20% ze zmęczenia. Sztuczka odnosi się tylko do Bijatyki.","Jeśli nie potrafisz walczyć, to zdradzę ci dobrą metodę: schowaj głowę i zasyp frajera pięściami od góry, coś z tego wyłapie, czegoś nie wyłapie, ale na mur się cofnie. Jeśli umiesz walczyć, to nadal jest to dobra metoda.",NIEOGRANICZONE,
PERK_WILKMORSKI,Neuroshima Edycja 1.5,Wilk morski,"brak","Bohater potrafi wiązać całą masę dziwnych węzłów, które rozwiązać może tylko osoba z tą samą Sztuczką.","Wujek Domowa Robótka tak mnie związał, że posiniałem. Myślę sobie - ""albo mnie rozwiąże, albo wezwę pomoc"". A on mówi: ""Patrz ćwoku!"". Pociągnął za sznur i byłem wolny. Magik, psia krew.",NIEOGRANICZONE,
PERK_WLASCIWATWARZ,Neuroshima Edycja 1.5,Właściwa twarz,"Blef 3+, Percepcja 10+, Charakter 10+
",Odejmujesz jedno oczko na dowolnej z kości podczas wszystkich testów Charakteru.,"Czasem trzeba się uśmiechnąć, innym razem pokazać zdecydowanie i determinację. Skąd wiadomo, jak się zachować w danej sytuacji? Nie wiem, czy można się tego nauczyć. To chyba dar.",NIEOGRANICZONE,
PERK_WRACAJACYBUMERANG,Neuroshima Edycja 1.5,Wracający bumerang,"Bumerang 4+, Zręczność 12+
","Bohater potrafi tak rzucać bumerangiem, że ten wraca po trafieniu w cel i można go złapać.","Kupiłem kiedyś bumerang. To było oszustwo stulecia. Od trzech lat szukam tego gościa, który mi to wcisnął i w końcu gdzieś go spotkam. Najpierw handlarz rzucał bumerangiem, pokazywał, jakie to sprytne, jak wraca, gdy się rzuci... Kupiłem urządzenie za furę fajek, facet się szybko zwinął, a ja zostałem z tym cholerstwem. Głupi kij. Nigdy do mnie nie wrócił. Rzucałem nim ze sto razy - leciał w krzaki i nic. W końcu wywaliłem ten bumerang w jakiś kanion. Mam nadzieję, że się chociaż połamał.",NIEOGRANICZONE,
PERK_WYCZEKANIE,Neuroshima Edycja 1.5,Wyczekanie,"Bijatyka 6+ lub Broń ręczna 6+, Percepcja 12+","Decyzję należy podjąć na początku tury (gdy walczący nie posiada Inicjatywy), przed rzutem 3k20. Walczący otrzymuje w danej turze karę -2 do Zręczności w obronie, ale jeśli uda mu się przejąć Inicjatywę, to do końca tej tury otrzymuje bonus +4 do Zręczności w ataku.","Pieprzony samuraj: Spokojnie czekał, aż do niego podbiegnę i przywalę mu łomem. W ostatniej chwili odsunął się, uniknął jeszcze dwa razy i nagle załadował mi na spamiętanie z kastetu prosto w nos. Dziś jesteśmy kumplami.
",NIEOGRANICZONE,
PERK_WYCZUCIEEMOCJIZWIERZAT,Neuroshima Edycja 1.5,Wyczucie emocji zwierząt,"Postrzeganie emocji 2+, Opieka nad zwierzętami 2+","Bohater ma prawo do Przeciętnego testu Opieki nad zwierzętami. Jeśli go zda, może właściwie odczytać nastawienie napotkanego zwierzęcia i przewidzieć jego następne działanie (nie w walce!). Sztuczka nie dotyczy zmutowanych zwierząt.","Ci goście z pustyni, to są mutanty, bracie. Spojrzy taki na zwierzaka i mówi ci, na przykład, że wilczur jest głodny i wystarczy rzucić mu puszkę, a uspokoi się. W jaki sposób facet odróżnia wściekłość od głodu? Pewnie sam jest w jakiejś części zwierzęciem, nie sądzisz?",NIEOGRANICZONE,
PERK_WYCZUCIEPROMIENIOWANIA,Neuroshima Edycja 1.5,Wyczucie promieniowania,"Czujność 4+, Spryt 12+",Bohater zawsze wyczuwa niebezpieczny wzrost promieniowania.,"To tak jakby ci ktoś wsadził w dupsko Geigera. Jak tylko poziom promieniowania niebezpiecznie się podniesie - wyczujesz to.",NIEOGRANICZONE,
PERK_WYCZUCIEZMIANPOGODY,Neuroshima Edycja 1.5,Wyczucie zmian pogody,"Znajomość terenu 2+, Percepcja 12+","Po zdaniu Przeciętnego testu Percepcji, Bohater praktycznie bezbłędnie określi pogodę na najbliższy dzień.","Wędrówka z cholernym Tropicielem to mordęga... Ale kilka rzeczy mi się u nich podoba. Przepowiadanie pogody, na ten przykład. Są lepsi od radia.",NIEOGRANICZONE,
PERK_WYRABIANIESTRZALIBELTOW,Neuroshima Edycja 1.5,Wyrabianie strzał i bełtów,"Łuk 2+ lub Kusza 2+, Spryt 10+",Bohater bez większych problemów potrafi wykonać strzały do łuku lub bełty do kuszy.,"Jak dla mnie, to jedyny i wcale niezbyt przekonywujący powód, dla którego warto strzelać z łuku, a nie ze spluwy. Do łuku łatwiej dorobić amunicję.",NIEOGRANICZONE,
PERK_WYTRYCH,Neuroshima Edycja 1.5,Wytrych,"Otwieranie zamków 4+, Zręczność 12+","Bohater robi wytrych z ""byle czego"" - nie otrzymuje kary za brak profesjonalnego sprzętu podczas otwierania zamków mechanicznych.","Zrobienie wytrycha to akurat nie jest żadna sztuka. Zrobisz go z wszystkiego, kawałka drutu, czy co tam masz pod ręką. Inna sprawa, że aby przekonać o tym Mistrza Gry, lepiej jednak mieć tę Sztuczkę. No cóż, kup, zaoszczędzisz sobie nieprzyjemności...",NIEOGRANICZONE,
PERK_ZAGADANIE,Neuroshima Edycja 1.5,Zagadanie,"Spryt 12+, Blef 2+, Zwinne dłonie 2+","Zagadujesz gościa i nawet jak nie miałeś dobytej broni, to już masz. Jeśli gość miał w ręce spluwę, a ty nie, to już obaj macie. Sztuczka nie działa w walce.","OK, poddaję się; rozumiem. Widzę, żę masz większego. To Magnum? Niezły, ja mam tylko... tego Glocka.",NIEOGRANICZONE,
PERK_ZASLONA,Neuroshima Edycja 1.5,Zasłona,"Bijatyka 2+, Budowa 12+","Decyzję należy podjąć na początku tury, przed rzutem 3k20. Walczący otrzymuje bonus +2 do Zręczności w obronie, ale za to w kolejnej turze otrzymuje karę -2 do Zręczności, zarówno w obronie, jak i w ataku.","Ten Chinol, o którym już wspomniałem, roztoczył wokół rąk pole siłowe. Tak nimi machał, że gdzie nie chciałeś go huknąć, napotykałeś opór! Ja szybko, on jeszcze szybciej. Ja mocno, on niewzruszony. Ja toporem, a on mi dup, kopniak w jaja. O rzesz, głupi Chinolu...",NIEOGRANICZONE,
PERK_ZGRANIE,Neuroshima Edycja 1.5,Zgranie,"Rzucanie 2+, Zręczność 12+","Dwóch gości z tą Sztuczką może rzucać do siebie dowolne lekkie przedmioty tak, że zarówno rzut jak i złapanie są automatycznie udane. Rzut na odległość do 5m trwa 1 segment, do 10 m -2 segmenty do 15m - 3 segmenty. Rzucane przedmioty muszą być w miarę lekkie i bezpieczne w łapaniu - np. zabezpieczony granat, pistolet, magazynek itd., a nie np. nóż czy karabin. Rzucać i łapać można nawet lewą ręką.","Cholerni koszykarze, przyjechali prosto z Nowego Jorku na Front. Jednemu brakło amunicji? Żaden problem, ciach-mach i już ma od kolegi. Tamten drugi potrzebuje w zamian granat? Ciach-mach, gotowe.",NIEOGRANICZONE,
PERK_ZIELONYBALONIK,Neuroshima Edycja 1.5,Zielony balonik,"Pistolety 3+, Percepcja 14+, Spryt 10+, Zręczność 10+","Gdy podejdziesz do kogoś na odległość 1-5 metrów i wycelujesz w głowę, to dopóki ta odległość się nie zmieni, masz zapewniony automatyczny sukces trafienia jeńca w głowę. Możesz z nim wędrować, prowadzić go itd., a i tak nie stracisz go z ""celownika"". Nie można jednak z jeńcem biegać, wspinać się itp. W dowolnej chwili, np. gdy tylko jeniec zechce się wyrwać, wystarczy wygrać test Inicjatywy, a trafienie będzie automatyczne.
Branie jeńca na cel nie może się odbyć w trakcie walki. W sytuacjach spornych należy przeprowadzić test na trafienie w głowę (czasem też wcześniejszy test Inicjatywy) - w przypadku sukcesu Sztuczka zadziałała. Sztuczka dotyczy tylko pistoletów i rewolwerów.","Potrzebuję dosłownie chwili spokoju, by w miejsce łba dowolnego fagasa wyobrazić sobie zielony balonik. A powiem ci, trafiania w dyndające zielone baloniki uczyłem się dwanaście lat.",NIEOGRANICZONE,
PERK_ZLY,Neuroshima Edycja 1.5,Zły,"Zastraszanie 4+, Charakter 12+
",Przebywający w pobliżu mówiącego Bohatera ludzie muszą przejść Bardzo trudny test Morale lub otrzymują utrudnienie +10% do wszystkich akcji. Zwyczajnie trzęsą im się ręce.,"Eastwood mówi przyciszonym głosem, który słychać nawet na końcu stadionu. Spojrzenie ma takie, że człowiek myśli o obdzieraniu żywcem ze skóry i rozcinaniu piłą. Ten facet to chodzący Laxigen, spojrzysz i już masz srakę.",NIEOGRANICZONE,
PERK_ZMYLKA,Neuroshima Edycja 1.5,Zmyłka,"Bijatyka 5+ lub Broń ręczna 5+, Spryt 12+","Podczas walki wręcz, na czas 1 tury możesz do Umiejętności wwalki dodać swój Blef. Sztuczkę można użyć tylko 1 raz przeciwko temu samemu przeciwnikowi.","Zamachnąłem się w stronę gladiatora tak, że ledwo uskoczył i w dodatku stracił równowagę. Tak mi się przynajmniej wydawało do momentu, gdy chciałem wykorzystać przewagę. Nawet nie wiem, co się wtedy stało. Grunt, że w ogóle to przeżyłem.",NIEOGRANICZONE,
PERK_ZELAZNERACJE,Neuroshima Edycja 1.5,Żelazne racje,"Łowiectwo 2+","Bohater potrafi zakonserwować żywność, którą zdobył (mięso, wypieki, itp.) Jedzenie nie zepsuje się przez kilka miesięcy.","Nie lubię suszonego mięsa - smakuje jak podeszwa buta. Z drugiej strony nie narzekam. Jadłem już koty i komary widliszki. Bywały miesiące, że jedynie indiański susz utrzymywał mnie przy życiu. Bez dwóch zdań, konserwacja żywności to przydatna Sztuczka.",NIEOGRANICZONE,
,,,,,,,
PERK_URODZONYMORDERCA,Neuroshima Edycja 1.5,Urodzony morderca,"Pochodzenie: Południowa Hegemonia, Cecha startowa",Wybierz sobie dowolny pakiet Umiejętności Wojownika. Wszystkie Umiejętności z paczki posiadasz na poziomie +2.,Wyrzuciliby cię z Areny za szczególne bestialstwo. ,ORIGIN_POLUDNIOWAHEGEMONIA,
PERK_WIESZZJADLEMWLASNEGOPSA,Neuroshima Edycja 1.5,"Wiesz, zjadłem własnego psa","Pochodzenie: Południowa Hegemonia, Cecha startowa","Jeżeli udało ci się kogoś zastraszyć (test Morale przed walką), w walce z nim automatycznie wygrywasz inicjatywę.",Budzisz grozę. Twój widok paraliżuje. ,ORIGIN_POLUDNIOWAHEGEMONIA,
PERK_ZAWZIETYSUKINKOT,Neuroshima Edycja 1.5,Zawzięty sukinkot,"Pochodzenie: Południowa Hegemonia, Cecha startowa","Raz w ciągu sesji, podczas wykonywania testu Umiejętności, zamiast wymaganego Współczynnika możesz użyć Charakteru","Mówią o tobie, że pociągniesz do grobu swojego zabójcę. To prawda. Jesteś uparty, twardy i nie popuszczasz. ",ORIGIN_POLUDNIOWAHEGEMONIA,
PERK_FART,Neuroshima Edycja 1.5,Fart,"Pochodzenie: Vegas, Cecha startowa","Wiesz, zróbmy tak, że trzykrotnie podczas sesji możesz powrótrzyć jeden nieudany rzut na dowolnej z trzech kości.","No i czego się cieszysz? Myślisz, że masz farta i właśnie dlatego jesteś bezpieczny, jak jajeczko pod dupcią mamusi kurki? A chczesz przetestować swoje szczęście? Popatrz, załaduję jedną kulę i zagramy w rosyjską ruletkę, chcesz? Co, tak... Poważnie chcesz? Jesteś chory. ",ORIGIN_VEGAS,
PERK_HAZARDZISTA,Neuroshima Edycja 1.5,Hazardzista,"Pochodzenie: Vegas, Cecha startowa",Zaczynasz grę posiadając (gratisowo!) wszystkie Umiejętności z pakietu Zdolności manualne na poziomie +2,Zwinne paluszki to bogactwo naturalne. Znasz tysiąc oszustw. Miałeś okazję wyćwiczyć swoje dłonie i manipulujesz nimi lepiej niż japoński robot.,ORIGIN_VEGAS,
PERK_TELEPATA,Neuroshima Edycja 1.5,Telepata,"Pochodzenie: Vegas, Cecha startowa","Poziom trudności wszystkich testów Blefu, Perswazji i Zastraszania w stosunku do ciebie jest zwiększony o jeden w górę.","A ty telepata jesteś? Skąd wiesz, że on blefuje? Co znaczy, że on nas nie zabije? Masz to gdzieś na piśmie? Chyba nie myślisz, że ci uwierzę!",ORIGIN_VEGAS,
PERK_TOWARZYSZ,Neuroshima Edycja 1.5,Towarzysz,"Pochodzenie: Człowiek pustyni, Cecha startowa","Możesz wybrać jedno zwierzę, które będzie twoim kompanem, będzie ci służyło, ale musisz je kochać. Zwierzęciem może być dowolny ssak, ptak, gad lub inne stworzenie, za pozwoleniem MG. Od tej pory jest was dwóch. Gdybyś na przykład miał tandem, moglibyście sobie pojeździć po pustyni, he, he... Takiemu towarzyszowi możesz wydawać kilka rodzajów poleceń, jak np. ""bierz go"", ""do nogi"", ""cicho"", ""leżeć"" itp.","Ten skorpion to też twój przyjaciel? Wiesz, pra bym zrozumiał, może jakiegoś ptaka, czy coś. Ale skorpion? Wybierz sobie inne!",ORIGIN_CZLOWIEK_PUSTYNI,
PERK_JESTEMDUCHEMPUSTYNI,Neuroshima Edycja 1.5,Jestem duchem pustyni,"Pochodzenie: Człowiek pustyni, Cecha startowa","W trudnych warunkach (wysoka temperatura lub brak pożywienia i wody), potrafisz pogrążyć się w katalepsji i przeżyć. W stanie uśpienia leżysz nieruchomo i nie odbierasz żadnych bodźców zewnętrznych do czasu, aż warunki staną się bardziej sprzyjające. W ten sposób możesz przetrwać trzy miesiące.",Nauczyłeś się przydatnej sztuczki. ,ORIGIN_CZLOWIEK_PUSTYNI,
PERK_POLEGAMTYLKONASOBIE,Neuroshima Edycja 1.5,Polegam tylko na sobie,"Pochodzenie: Człowiek pustyni, Cecha startowa","Jeżeli posługujesz się bronią własnej roboty (nie dotyczy broni palnej), lub jakimkolwiek innym wykonanym przes siebie narzędziem, w każdym teście z jego wykorzystaniem możesz odjąć dwa oczka od rzutu na jednej z kostek.",,ORIGIN_CZLOWIEK_PUSTYNI,
PERK_ZALETYKLASYCZNEGOWYKSZTALCENIA,Neuroshima Edycja 1.5,Zalety klasycznego wykształcenia,"Pochodzenie: Nowy Jork, Cecha startowa","Jeżeli na dalszym etapie tworzenia postaci wybierzesz jako specjalizację Technika, otrzymujesz dodatkowe 10 punktów do wydania na Umiejętności oparte o Spryt",Miałeś bardzo dobrych nauczycieli.,ORIGIN_NOWY_JORK,
